SYMBOL,Name,ISIN,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,TIMESTAMP
NSE:JUBLINDS,Jubilant Industries Limited,INE645L01011,EQ,212.2,224.9,212.2,215.35,215,31-Jan-18
NSE:JUSTDIAL,Just Dial Limited,INE599M01018,EQ,511,528.9,507.05,516.1,516.5,31-Jan-18
NSE:JVLAGRO,JVL Agro Industries Limited,INE430G01026,EQ,35.15,35.5,34.6,35.2,35.3,31-Jan-18
NSE:JYOTHYLAB,Jyothy Laboratories Limited,INE668F01031,EQ,366.7,366.95,356,365.1,364,31-Jan-18
NSE:JYOTISTRUC,Jyoti Structures Limited,INE197A01024,EQ,10.7,11,10.55,10.8,10.85,31-Jan-18
NSE:KABRAEXTRU,Kabra Extrusion Technik Limited,INE900B01029,EQ,126.95,128.75,125,126.25,125.3,31-Jan-18
NSE:KAJARIACER,Kajaria Ceramics Limited,INE217B01036,EQ,675,677,626.15,631.65,629,31-Jan-18
NSE:KAKATCEM,Kakatiya Cement Sugar & Industries Limited,INE437B01014,EQ,362,373.05,362,368.35,368,31-Jan-18
NSE:KALPATPOWR,Kalpataru Power Transmission Limited,INE220B01022,EQ,466,466,434.85,443.9,449,31-Jan-18
NSE:KAMATHOTEL,Kamat Hotels (I) Limited,INE967C01018,EQ,139.4,141.7,135.3,136.45,135.4,31-Jan-18
NSE:KANANIIND,Kanani Industries Limited,INE879E01037,EQ,9.8,9.8,9.1,9.3,9.25,31-Jan-18
NSE:KANORICHEM,Kanoria Chemicals & Industries Limited,INE138C01024,EQ,90.65,91.85,87.55,88.15,87.7,31-Jan-18
NSE:KANSAINER,Kansai Nerolac Paints Limited,INE531A01024,EQ,483,518.9,481.6,510.1,511.4,31-Jan-18
NSE:KARURVYSYA,Karur Vysya Bank Limited,INE036D01028,EQ,108.45,111.8,106,110.9,111.1,31-Jan-18
NSE:KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,INE234I01010,EQ,3.5,3.5,3.5,3.5,3.5,31-Jan-18
NSE:KAVVERITEL,Kavveri Telecom Products Limited,INE641C01019,EQ,11.9,12.5,11.65,11.95,11.65,31-Jan-18
NSE:KAYA,Kaya Limited,INE587G01015,EQ,1010.95,1040,1002.2,1019.9,1027.05,31-Jan-18
NSE:KCP,KCP Limited,INE805C01028,EQ,147.7,147.7,142.75,144.95,145.9,31-Jan-18
NSE:KCPSUGIND,KCP Sugar and Industries Corporation Limited,INE790B01024,EQ,27.8,29.1,27.35,27.95,27.95,31-Jan-18
NSE:KEC,KEC International Limited,INE389H01022,EQ,350,357.9,343.9,351.55,351.55,31-Jan-18
NSE:KECL,Kirloskar Electric Company Limited,INE134B01017,EQ,43.2,43.95,41.8,42.75,43.15,31-Jan-18
NSE:KEI,KEI Industries Limited,INE878B01027,EQ,382,390,376,386.8,388.5,31-Jan-18
NSE:KESARENT,Kesar Enterprises Limited,INE133B01019,EQ,57.1,64.8,57,59.1,59.7,31-Jan-18
NSE:KESORAMIND,Kesoram Industries Limited,INE087A01019,EQ,137,140.4,135.95,138.8,140,31-Jan-18
NSE:KEYCORPSER,Keynote Corporate Services Limited,INE681C01015,EQ,59,64.85,59,64.85,64.85,31-Jan-18
NSE:KHADIM,Khadim India Limited,INE834I01025,EQ,700,700,689,693,689,31-Jan-18
NSE:KHAITANLTD,Khaitan (India) Limited,INE731C01018,EQ,49.25,49.75,47.45,47.8,48.5,31-Jan-18
NSE:KICL,Kalyani Investment Company Limited,INE029L01018,EQ,2400.05,2442.6,2350.15,2375.7,2378,31-Jan-18
NSE:KILITCH,Kilitch Drugs (India) Limited,INE729D01010,EQ,80.1,87.05,80.1,84.1,84.3,31-Jan-18
NSE:KINGFA,Kingfa Science & Technology (India) Limited,INE473D01015,EQ,1028.95,1029.9,980,989.65,981,31-Jan-18
NSE:KIOCL,KIOCL Limited,INE880L01014,EQ,342.75,349.95,330.2,338.4,341.5,31-Jan-18
NSE:KIRIINDUS,Kiri Industries Limited,INE415I01015,EQ,576.3,587.15,562,569.3,566,31-Jan-18
NSE:KIRLOSBROS,Kirloskar Brothers Limited,INE732A01036,EQ,352.5,362,337.15,347.2,345.1,31-Jan-18
NSE:KIRLOSENG,Kirloskar Oil Engines Limited,INE146L01010,EQ,386.15,397.7,379,381,379,31-Jan-18
NSE:KIRLOSIND,Kirloskar Industries Limited,INE250A01039,EQ,1408.95,1419.95,1360,1372.85,1360,31-Jan-18
NSE:KITEX,Kitex Garments Limited,INE602G01020,EQ,294.5,294.7,288,289.3,288.15,31-Jan-18
NSE:KKCL,Kewal Kiran Clothing Limited,INE401H01017,EQ,1748.9,1750,1690,1706.15,1690,31-Jan-18
NSE:KMSUGAR,K.M.Sugar Mills Limited,INE157H01023,EQ,16.75,18.5,16.75,17.4,17.5,31-Jan-18
NSE:KNRCON,KNR Constructions Limited,INE634I01029,EQ,315,316.05,306.15,307.4,306.45,31-Jan-18
NSE:KOHINOOR,Kohinoor Foods Limited,INE080B01012,EQ,74.6,76.75,72.6,73.55,73.5,31-Jan-18
NSE:KOKUYOCMLN,Kokuyo Camlin Limited,INE760A01029,EQ,139,140.8,132.9,133.9,133.6,31-Jan-18
NSE:KOLTEPATIL,Kolte - Patil Developers Limited,INE094I01018,EQ,358,369.85,357.95,365.45,366.9,31-Jan-18
NSE:KOPRAN,Kopran Limited,INE082A01010,EQ,73.5,76.6,73.4,73.7,73.55,31-Jan-18
NSE:KOTAKBANK,Kotak Mahindra Bank Limited,INE237A01028,EQ,1084,1113.2,1083.15,1108.95,1109,31-Jan-18
NSE:KOTARISUG,Kothari Sugars And Chemicals Limited,INE419A01022,EQ,17.3,17.3,16.1,16.25,16.25,31-Jan-18
NSE:KOTHARIPET,Kothari Petrochemicals Limited,INE720A01015,EQ,26.1,29,26.1,26.9,27,31-Jan-18
NSE:KOTHARIPRO,Kothari Products Limited,INE823A01017,EQ,205,207,199.9,200.4,200,31-Jan-18
NSE:KPIT,KPIT Technologies Limited,INE836A01035,EQ,216,220.65,209,211.6,211.5,31-Jan-18
NSE:KPRMILL,K.P.R. Mill Limited,INE930H01023,EQ,753,765.95,716.1,732.5,735,31-Jan-18
NSE:KRBL,KRBL Limited,INE001B01026,EQ,611,625,606.85,614.9,607.35,31-Jan-18
NSE:KRIDHANINF,Kridhan Infra Limited,INE524L01026,EQ,117.95,121,114.5,116.15,116.45,31-Jan-18
NSE:KSBPUMPS,KSB Pumps Limited,INE999A01015,EQ,887,900,877.65,897.6,898.9,31-Jan-18
NSE:KSCL,Kaveri Seed Company Limited,INE455I01029,EQ,486.3,518.65,480.45,515.5,517.5,31-Jan-18
NSE:KSL,Kalyani Steels Limited,INE907A01026,EQ,347,349.35,343.1,346.5,347.5,31-Jan-18
NSE:KTIL,Kesar Terminals & Infrastructure Limited,INE096L01025,EQ,178.1,183.9,177.5,178.6,177.5,31-Jan-18
NSE:KTKBANK,The Karnataka Bank Limited,INE614B01018,EQ,147.8,149.65,145.65,147.5,147.55,31-Jan-18
NSE:KWALITY,kwality limited,INE775B01025,EQ,97.5,100.95,97.35,100,100.5,31-Jan-18
NSE:L&TFH,L&T Finance Holdings Limited,INE498L01015,EQ,175,177.65,170.5,172.6,172.4,31-Jan-18
NSE:LAKPRE,Lakshmi Precision Screws Limited,INE651C01018,EQ,50.6,53.7,50.6,51.55,51.1,31-Jan-18
NSE:LAKSHVILAS,Lakshmi Vilas Bank Limited,INE694C01018,EQ,129,131.5,126.7,127.9,128,31-Jan-18
NSE:LALPATHLAB,Dr. Lal Path Labs Ltd.,INE600L01024,EQ,891,919,883,903.7,913.55,31-Jan-18
NSE:LAMBODHARA,Lambodhara Textiles Limited,INE112F01022,EQ,66,67,64.1,65.55,65,31-Jan-18
NSE:LAOPALA,La Opala RG Limited,INE059D01020,EQ,616.95,624.5,608,616.2,613.1,31-Jan-18
NSE:LAURUSLABS,Laurus Labs Limited,INE947Q01010,EQ,520,520.05,511.2,516.6,516.2,31-Jan-18
NSE:LAXMIMACH,Lakshmi Machine Works Limited,INE269B01029,EQ,6100,6196.95,6000.1,6023.05,6018,31-Jan-18
NSE:LEEL,LEEL Electricals Limited,INE245C01019,EQ,281.5,284.9,270.1,273.45,274.95,31-Jan-18
NSE:LGBBROSLTD,LG Balakrishnan & Bros Limited,INE337A01034,EQ,1019,1033,977.1,992.8,998,31-Jan-18
NSE:LIBERTSHOE,Liberty Shoes Limited,INE557B01019,EQ,240,244.7,235.25,236.35,236.3,31-Jan-18
NSE:LICHSGFIN,LIC Housing Finance Limited,INE115A01026,EQ,537,540.1,529.2,534.95,535,31-Jan-18
NSE:LINCOLN,Lincoln Pharmaceuticals Limited,INE405C01035,EQ,251.45,257.55,238.3,242.85,238.3,31-Jan-18
NSE:LINCPEN,Linc Pen & Plastics Limited,INE802B01019,EQ,451,460,440.55,456.55,458,31-Jan-18
NSE:LINDEINDIA,Linde India Limited,INE473A01011,EQ,522,547.05,516.25,537.15,534,31-Jan-18
NSE:LOKESHMACH,Lokesh Machines Limited,INE397H01017,EQ,68.6,70.75,68.5,69.5,69.75,31-Jan-18
NSE:LOVABLE,Lovable Lingerie Limited,INE597L01014,EQ,229.5,229.55,225,226.3,225.7,31-Jan-18
NSE:LT,Larsen & Toubro Limited,INE018A01030,EQ,1431.9,1439.7,1412,1416.5,1424.9,31-Jan-18
NSE:LTI,Larsen & Toubro Infotech Limited,INE214T01019,EQ,1319,1371.55,1260,1272.75,1280,31-Jan-18
NSE:LTTS,L&T Technology Services Limited,INE010V01017,EQ,1279,1289,1201,1209.4,1215,31-Jan-18
NSE:LUMAXIND,Lumax Industries Limited,INE162B01018,EQ,1930,1930,1800.05,1854.05,1835,31-Jan-18
NSE:LUMAXTECH,Lumax Auto Technologies Limited,INE872H01019,EQ,736,760.2,725,741.7,740,31-Jan-18
NSE:LUPIN,Lupin Limited,INE326A01037,EQ,900,901.7,876,883.75,882.8,31-Jan-18
NSE:LUXIND,Lux Industries Limited,INE150G01020,EQ,1697.45,1750,1670.25,1713.05,1701.8,31-Jan-18
NSE:LYKALABS,Lyka Labs Limited,INE933A01014,EQ,65.1,67.6,62.5,63.05,62.7,31-Jan-18
NSE:LYPSAGEMS,Lypsa Gems & Jewellery Limited,INE142K01011,EQ,35.75,36.85,35.65,36.3,36.5,31-Jan-18
NSE:M&M,Mahindra & Mahindra Limited,INE101A01026,EQ,764.8,771.15,756.65,763.05,765.9,31-Jan-18
NSE:M&MFIN,Mahindra & Mahindra Financial Services Limited,INE774D01024,EQ,472.85,475,448.25,463.5,464.4,31-Jan-18
NSE:MAANALU,Maan Aluminium Limited,INE215I01019,EQ,156.5,158,153.9,156.25,155.55,31-Jan-18
NSE:MADHAV,Madhav Marbles and Granites Limited,INE925C01016,EQ,65.3,65.3,62.65,63.65,63.4,31-Jan-18
NSE:MADHUCON,Madhucon Projects Limited,INE378D01032,EQ,32.7,32.7,31.1,31.8,31.85,31-Jan-18
NSE:MADRASFERT,Madras Fertilizers Limited,INE414A01015,EQ,45,47.25,43.9,46,46.2,31-Jan-18
NSE:MAGADSUGAR,Magadh Sugar & Energy Limited,INE347W01011,EQ,144.75,151,144,150.55,150.7,31-Jan-18
NSE:MAGMA,Magma Fincorp Limited,INE511C01022,EQ,163.6,165,157.65,158.5,158,31-Jan-18
NSE:MAGNUM,Magnum Ventures Limited,INE387I01016,EQ,13.1,13.15,12.7,13,12.9,31-Jan-18
NSE:MAHABANK,Bank of Maharashtra,INE457A01014,EQ,19.9,19.9,19.4,19.85,19.9,31-Jan-18
NSE:MAHASTEEL,Mahamaya Steel Industries Limited,INE451L01014,EQ,109.5,110.3,103.25,105.45,107,31-Jan-18
NSE:MAHINDCIE,Mahindra CIE Automotive Limited,INE536H01010,EQ,225,230.7,219.95,221.3,221,31-Jan-18
NSE:MAHLIFE,Mahindra Lifespace Developers Limited,INE813A01018,EQ,499,505,484.7,501.45,498.1,31-Jan-18
NSE:MAHLOG,Mahindra Logistics Limited,INE766P01016,EQ,486,486,457.8,460.6,460,31-Jan-18
NSE:MAHSCOOTER,Maharashtra Scooters Limited,INE288A01013,EQ,2685.05,2700.05,2650.05,2665.3,2677,31-Jan-18
NSE:MAHSEAMLES,Maharashtra Seamless Limited,INE271B01025,EQ,507,518.55,501.25,504,503,31-Jan-18
NSE:MAITHANALL,Maithan Alloys Limited,INE683C01011,EQ,905,905.6,866.3,877.4,877.7,31-Jan-18
NSE:MAJESCO,Majesco Limited,INE898S01029,EQ,554.8,568.8,538.8,544,540,31-Jan-18
NSE:MALUPAPER,Malu Paper Mills Limited,INE383H01017,EQ,41.65,43.75,41.65,42.1,42.4,31-Jan-18
NSE:MANAKALUCO,Manaksia Aluminium Company Limited,INE859Q01017,EQ,13.45,13.65,12.45,13.4,13.45,31-Jan-18
NSE:MANAKCOAT,Manaksia Coated Metals & Industries Limited,INE830Q01018,EQ,17.25,18.95,15.65,18.75,18.7,31-Jan-18
NSE:MANAKSIA,Manaksia Limited,INE015D01022,EQ,67.1,69.1,64.55,65.35,65.95,31-Jan-18
NSE:MANALIPETC,Manali Petrochemicals Limited,INE201A01024,EQ,36.3,37.2,36.3,36.85,36.8,31-Jan-18
NSE:MANAPPURAM,Manappuram Finance Limited,INE522D01027,EQ,113,114.85,109.25,110.95,111.3,31-Jan-18
NSE:MANGALAM,Mangalam Drugs And Organics Limited,INE584F01014,EQ,179,183.5,175.25,176.45,175.35,31-Jan-18
NSE:MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,INE558B01017,EQ,72,74.35,71.1,73.7,74.05,31-Jan-18
NSE:MANGLMCEM,Mangalam Cement Limited,INE347A01017,EQ,412,424.7,376.95,414.95,415,31-Jan-18
NSE:MANINDS,Man Industries (India) Limited,INE993A01026,EQ,125,131.95,116,121.75,122.75,31-Jan-18
NSE:MANINFRA,Man Infraconstruction Limited,INE949H01023,EQ,64.85,65.8,63.75,65.2,64.85,31-Jan-18
NSE:MANPASAND,Manpasand Beverages Limited,INE122R01018,EQ,383,392,369,377.5,381,31-Jan-18
NSE:MANUGRAPH,Manugraph India Limited,INE867A01022,EQ,52.7,53.9,49.55,50.15,50.65,31-Jan-18
NSE:MARALOVER,Maral Overseas Limited,INE882A01013,EQ,40.6,42.4,40.15,40.6,40.5,31-Jan-18
NSE:MARATHON,Marathon Nextgen Realty Limited,INE182D01012,EQ,540.05,576.8,540,574.15,576.8,31-Jan-18
NSE:MARICO,Marico Limited,INE196A01026,EQ,314.9,315.35,307.55,309.4,308.4,31-Jan-18
NSE:MARKSANS,Marksans Pharma Limited,INE750C01026,EQ,40.55,42.2,40,40.3,40.3,31-Jan-18
NSE:MARUTI,Maruti Suzuki India Limited,INE585B01010,EQ,9558.05,9585,9458.9,9509.7,9500,31-Jan-18
NSE:MASFIN,MAS Financial Services Limited,INE348L01012,EQ,632.95,642,611.05,628.9,633.75,31-Jan-18
NSE:MASTEK,Mastek Limited,INE759A01021,EQ,467,493.3,460.5,479.65,479.35,31-Jan-18
NSE:MATRIMONY,Matrimony.Com Limited,INE866R01028,EQ,924.5,934.95,923.95,928.6,934.95,31-Jan-18
NSE:MAWANASUG,Mawana Sugars Limited,INE636A01039,EQ,66.35,71.7,66.3,67.5,67,31-Jan-18
NSE:MAXINDIA,Max India Limited,INE153U01017,EQ,114.95,115.2,113.5,114,113.8,31-Jan-18
NSE:MAXVIL,Max Ventures and Industries Limited,INE154U01015,EQ,80.25,83.35,80.25,81.35,81.05,31-Jan-18
NSE:MAYURUNIQ,Mayur Uniquoters Ltd,INE040D01038,EQ,502.05,504.95,491.55,493.05,493.2,31-Jan-18
NSE:MAZDA,Mazda Limited,INE885E01034,EQ,444.85,456,422.55,432.3,429.15,31-Jan-18
NSE:MCDHOLDING,McDowell Holdings Limited,INE836H01014,EQ,42.05,42.35,40.55,41.1,41.25,31-Jan-18
NSE:MCDOWELL-N,United Spirits Limited,INE854D01016,EQ,3285,3309.7,3265,3285.6,3274,31-Jan-18
NSE:MCLEODRUSS,Mcleod Russel India Limited,INE942G01012,EQ,174.95,175.75,170,170.4,170.7,31-Jan-18
NSE:MCX,Multi Commodity Exchange of India Limited,INE745G01035,EQ,788,788,770.15,775.7,773,31-Jan-18
NSE:MEGH,Meghmani Organics Limited,INE974H01013,EQ,105.55,108.5,103.25,104.4,104.2,31-Jan-18
NSE:MENONBE,Menon Bearings Limited,INE071D01033,EQ,116,117,113.15,115.05,114.3,31-Jan-18
NSE:MEP,MEP Infrastructure Developers Limited,INE776I01010,EQ,89,91.95,87.25,88.6,89,31-Jan-18
NSE:MERCATOR,Mercator Limited,INE934B01028,EQ,39.2,40.95,39.05,39.5,39.2,31-Jan-18
NSE:MERCK,Merck Limited,INE199A01012,EQ,1475.05,1492.45,1441.2,1451.45,1460,31-Jan-18
NSE:METKORE,Metkore Alloys & Industries Limited,INE592I01029,EQ,3.5,3.6,3.35,3.4,3.45,31-Jan-18
NSE:MFSL,Max Financial Services Limited,INE180A01020,EQ,532.9,538.85,526.65,534.25,534.5,31-Jan-18
NSE:MGL,Mahanagar Gas Limited,INE002S01010,EQ,1017.95,1026.75,1002.25,1021.4,1021.4,31-Jan-18
NSE:MHRIL,Mahindra Holidays & Resorts India Limited,INE998I01010,EQ,349,354,325.8,330.6,329.95,31-Jan-18
NSE:MINDACORP,Minda Corporation Limited,INE842C01021,EQ,200.3,205,198,199.6,199.3,31-Jan-18
NSE:MINDAIND,Minda Industries Limited,INE405E01023,EQ,1225.05,1249.45,1205.05,1233.4,1239.1,31-Jan-18
NSE:MINDTECK,Mindteck (India) Limited,INE110B01017,EQ,78,78,75.3,75.95,75.5,31-Jan-18
NSE:MINDTREE,MindTree Limited,INE018I01017,EQ,774,779.15,762.55,770,768,31-Jan-18
NSE:MIRCELECTR,MIRC Electronics Limited,INE831A01028,EQ,53.1,54,51.7,53,52.85,31-Jan-18
NSE:MIRZAINT,Mirza International Limited,INE771A01026,EQ,136.25,137.3,133.9,134.3,134,31-Jan-18
NSE:MMFL,MM Forgings Limited,INE227C01017,EQ,1110,1110,1090,1091.05,1090,31-Jan-18
NSE:MMTC,MMTC Limited,INE123F01029,EQ,60.5,61.95,60.25,61.35,61.45,31-Jan-18
NSE:MOHITIND,Mohit Industries Limited,INE954E01012,EQ,39.25,40,39,39.75,39.6,31-Jan-18
NSE:MOHOTAIND,Mohota Industries Limited,INE313D01013,EQ,398,404.7,388.3,397.2,389,31-Jan-18
NSE:MOIL,MOIL Limited,INE490G01020,EQ,244,246.05,238,242.45,242.55,31-Jan-18
NSE:MOLDTKPAC,Mold-Tek Packaging Limited,INE893J01029,EQ,343.3,359.75,335,344.55,340,31-Jan-18
NSE:MONNETISPA,Monnet Ispat and Energy Limited,INE743C01013,EQ,29.4,29.85,27.4,27.55,27.6,31-Jan-18
NSE:MONSANTO,Monsanto India Limited,INE274B01011,EQ,2574,2594.35,2544.05,2568.55,2562,31-Jan-18
NSE:MONTECARLO,Monte Carlo Fashions Limited,INE950M01013,EQ,590.05,607.9,580,588.1,584,31-Jan-18
NSE:MORARJEE,Morarjee Textiles Limited,INE161G01027,EQ,52.05,55.5,52.05,53.9,54,31-Jan-18
NSE:MOREPENLAB,Morepen Laboratories Limited,INE083A01026,EQ,34.6,36.2,33.5,34.9,34.95,31-Jan-18
NSE:MOTHERSUMI,Motherson Sumi Systems Limited,INE775A01035,EQ,362,367.55,360.4,365.8,367.45,31-Jan-18
NSE:MOTILALOFS,Motilal Oswal Financial Services Limited,INE338I01027,EQ,1234,1293,1225.05,1285.7,1284,31-Jan-18
NSE:MOTOGENFIN,The Motor & General Finance Limited,INE861B01015,EQ,37.55,39.35,37.5,39.3,38.25,31-Jan-18
NSE:MPHASIS,MphasiS Limited,INE356A01018,EQ,888.4,912,884,894.85,900,31-Jan-18
NSE:MPSLTD,MPS Limited,INE943D01017,EQ,580.05,593.8,580.05,582.9,584.1,31-Jan-18
NSE:MRF,MRF Limited,INE883A01011,EQ,68395,68798.75,67215.75,68113.35,68100,31-Jan-18
NSE:MRPL,Mangalore Refinery and Petrochemicals Limited,INE103A01014,EQ,129.9,130,126.15,128.95,128.6,31-Jan-18
NSE:MTNL,Mahanagar Telephone Nigam Limited,INE153A01019,EQ,25.5,25.85,24.75,25.2,25.25,31-Jan-18
NSE:MUKANDENGG,Mukand Engineers Limited,INE022B01014,EQ,50.15,51.65,50,50.1,50,31-Jan-18
NSE:MUKANDLTD,Mukand Limited,INE304A01026,EQ,86,86.9,84.65,84.95,85.5,31-Jan-18
NSE:MUKTAARTS,Mukta Arts Limited,INE374B01019,EQ,87.35,89.3,87,87.45,87.2,31-Jan-18
NSE:MUNJALAU,Munjal Auto Industries Limited,INE672B01032,EQ,85.95,86,83.5,83.7,83.6,31-Jan-18
NSE:MUNJALSHOW,Munjal Showa Limited,INE577A01027,EQ,274.05,277.6,270.3,271.4,271,31-Jan-18
NSE:MURUDCERA,Murudeshwar Ceramics Limited,INE692B01014,EQ,45.1,48.1,45.1,47.6,47.7,31-Jan-18
NSE:MUTHOOTCAP,Muthoot Capital Services Limited,INE296G01013,EQ,746,759.9,734.7,750.1,750.05,31-Jan-18
NSE:MUTHOOTFIN,Muthoot Finance Limited,INE414G01012,EQ,422,422,407.6,415.25,413.75,31-Jan-18
NSE:NACLIND,NACL Industries Limited,INE295D01020,EQ,54.5,55.95,53,55.6,55.75,31-Jan-18
NSE:NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,INE454M01024,EQ,21.9,23.4,21.4,22.55,23.3,31-Jan-18
NSE:NAGAROIL,Nagarjuna Oil Refinery Limited,INE453M01018,EQ,4.25,4.35,4.05,4.15,4.15,31-Jan-18
NSE:NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,INE245I01016,EQ,41,41.8,40,41.45,41.1,31-Jan-18
NSE:NAHARCAP,Nahar Capital and Financial Services Limited,INE049I01012,EQ,170.25,176.9,170.25,173.95,172.55,31-Jan-18
NSE:NAHARINDUS,Nahar Industrial Enterprises Limited,INE289A01011,EQ,104.65,104.65,98.5,100.05,100,31-Jan-18
NSE:NAHARPOLY,Nahar Poly Films Limited,INE308A01027,EQ,76.25,77.95,73.4,74.6,74.05,31-Jan-18
NSE:NAHARSPING,Nahar Spinning Mills Limited,INE290A01027,EQ,118,119.95,116.1,116.9,116.6,31-Jan-18
NSE:NATCOPHARM,Natco Pharma Limited,INE987B01026,EQ,954.9,956.35,928,946.9,946.95,31-Jan-18
NSE:NATHBIOGEN,Nath Bio-Genes (India) Limited,INE448G01010,EQ,525.05,538.5,511.2,525,528,31-Jan-18
NSE:NATIONALUM,National Aluminium Company Limited,INE139A01034,EQ,76,77.75,74.1,75.3,75.3,31-Jan-18
NSE:NATNLSTEEL,National Steel And Agro Industries Limited,INE088B01015,EQ,43,43,40.5,41.2,40.9,31-Jan-18
NSE:NAUKRI,Info Edge (India) Limited,INE663F01024,EQ,1370,1395,1336.3,1351.55,1350,31-Jan-18
NSE:NAVINFLUOR,Navin Fluorine International Limited,INE048G01026,EQ,819.9,820,786,794.85,795.4,31-Jan-18
NSE:NAVKARCORP,Navkar Corporation Limited,INE278M01019,EQ,184.6,185.5,176.6,178.85,179.15,31-Jan-18
NSE:NAVNETEDUL,Navneet Education Limited,INE060A01024,EQ,138,148,138,146.75,146.5,31-Jan-18
NSE:NBCC,NBCC (India) Limited,INE095N01023,EQ,222.5,229.6,222.1,225.95,226.5,31-Jan-18
NSE:NBIFIN,N. B. I. Industrial Finance Company Limited,INE365I01020,EQ,1680,1681,1580,1633.95,1634,31-Jan-18
NSE:NBVENTURES,Nava Bharat Ventures Limited,INE725A01022,EQ,162.4,162.4,155.3,157.45,157.35,31-Jan-18
NSE:NCC,NCC Limited,INE868B01028,EQ,125.9,126.85,120.9,122.5,122.6,31-Jan-18
NSE:NCLIND,NCL Industries Limited,INE732C01016,EQ,266.5,276.75,266.5,275.1,275.9,31-Jan-18
NSE:NDGL,Naga Dhunseri Group Limited,INE756C01015,EQ,1620,1649.25,1536.1,1537.4,1536.1,31-Jan-18
NSE:NDL,Nandan Denim Limited,INE875G01030,EQ,145,146.55,142.8,143.85,144.7,31-Jan-18
NSE:NDTV,New Delhi Television Limited,INE155G01029,EQ,44.7,45.75,42.55,42.55,42.55,31-Jan-18
NSE:NECCLTD,North Eastern Carrying Corporation Limited,INE553C01016,EQ,29,29.45,28.4,28.85,28.95,31-Jan-18
NSE:NECLIFE,Nectar Lifesciences Limited,INE023H01027,EQ,32.6,33.55,32.4,32.8,32.8,31-Jan-18
NSE:NELCAST,Nelcast Limited,INE189I01024,EQ,87.9,87.95,86,86.75,86.75,31-Jan-18
NSE:NELCO,NELCO Limited,INE045B01015,EQ,120,124.45,118,121.6,121.9,31-Jan-18
NSE:NESCO,Nesco Limited,INE317F01035,EQ,617.5,617.5,600,602.55,605,31-Jan-18
NSE:NESTLEIND,Nestle India Limited,INE239A01016,EQ,7483.95,7514,7416.2,7469.15,7460,31-Jan-18
NSE:NETWORK18,Network18 Media & Investments Limited,INE870H01013,EQ,53.9,57.2,53.15,55.85,55.95,31-Jan-18
NSE:NEULANDLAB,Neuland Laboratories Limited,INE794A01010,EQ,835,843.6,832,837.4,841.95,31-Jan-18
NSE:NEWGEN,Newgen Software Technologies Limited,INE619B01017,EQ,252,258,244.55,249.55,249.5,31-Jan-18
NSE:NFL,National Fertilizers Limited,INE870D01012,EQ,69.8,73.9,69.05,72.95,73.65,31-Jan-18
NSE:NH,Narayana Hrudayalaya Ltd.,INE410P01011,EQ,285.55,288,285,285.4,285.85,31-Jan-18
NSE:NHPC,NHPC Limited,INE848E01016,EQ,29.8,30,29.35,29.45,29.5,31-Jan-18
NSE:NIACL,The New India Assurance Company Limited,INE470Y01017,EQ,635,639,631.15,637.15,635.35,31-Jan-18
NSE:NIBL,NRB Industrial Bearings Limited,INE047O01014,EQ,28.3,29,27.65,28.2,28.1,31-Jan-18
NSE:NIITLTD,NIIT Limited,INE161A01038,EQ,105.5,106.4,101,102.35,102,31-Jan-18
NSE:NIITTECH,NIIT Technologies Limited,INE591G01017,EQ,848.1,868,846.75,856.15,856.5,31-Jan-18
NSE:NILAINFRA,Nila Infrastructures Limited,INE937C01029,EQ,22.2,23.2,22.15,22.55,22.45,31-Jan-18
NSE:NILKAMAL,Nilkamal Limited,INE310A01015,EQ,1820.05,1850,1790,1809.05,1805.4,31-Jan-18
NSE:NIPPOBATRY,Indo-National Limited,INE567A01010,EQ,880.1,880.1,868,871.5,879,31-Jan-18
NSE:NITCO,Nitco Limited,INE858F01012,EQ,123,134,120.25,128.9,128.3,31-Jan-18
NSE:NITINFIRE,Nitin Fire Protection Industries Limited,INE489H01020,EQ,6.35,6.4,6.2,6.25,6.25,31-Jan-18
NSE:NITINSPIN,Nitin Spinners Limited,INE229H01012,EQ,122,122.35,119,119.75,120.35,31-Jan-18
NSE:NLCINDIA,NLC India Limited,INE589A01014,EQ,103.35,104.8,102.6,103.8,104.5,31-Jan-18
NSE:NMDC,NMDC Limited,INE584A01023,EQ,143.75,144.6,138.6,140.3,140,31-Jan-18
NSE:NOCIL,NOCIL Limited,INE163A01018,EQ,200,212,195,209.6,208,31-Jan-18
NSE:NOIDATOLL,Noida Toll Bridge Company Limited,INE781B01015,EQ,14,14.8,13.95,14,14,31-Jan-18
NSE:NORBTEAEXP,Norben Tea & Exports Limited,INE369C01017,EQ,7.3,7.45,7.3,7.4,7.4,31-Jan-18
NSE:NRAIL,N R Agarwal Industries Limited,INE740D01017,EQ,468,502.95,467,473.25,477.9,31-Jan-18
NSE:NRBBEARING,NRB Bearing Limited,INE349A01021,EQ,165,165.9,161,162.8,162.1,31-Jan-18
NSE:NSIL,Nalwa Sons Investments Limited,INE023A01030,EQ,1300,1348,1300,1333.1,1334.95,31-Jan-18
