SYMBOL,Name,ISIN,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,TIMESTAMP
NSE:GARWALLROP,Garware  Wall Ropes Limited,INE276A01018,EQ,1003,1024.95,1003,1020.1,1024.9,31-Jan-18
NSE:GATI,GATI Limited,INE152B01027,EQ,130,133.45,128.45,130.3,130.35,31-Jan-18
NSE:GDL,Gateway Distriparks Limited,INE852F01015,EQ,230,233.25,228.1,229.15,229.8,31-Jan-18
NSE:GEECEE,GeeCee Ventures Limited,INE916G01016,EQ,150.8,154.7,150.8,154.4,154.5,31-Jan-18
NSE:GEMINI,Gemini Communication Limited,INE878C01033,EQ,1.2,1.2,1.2,1.2,1.2,31-Jan-18
NSE:GENESYS,Genesys International Corporation Limited,INE727B01026,EQ,285.8,294,281.85,285.25,286.5,31-Jan-18
NSE:GENUSPOWER,Genus Power Infrastructures Limited,INE955D01029,EQ,78.8,80.9,78.5,80,79.4,31-Jan-18
NSE:GEOJITFSL,Geojit Financial Services Limited,INE007B01023,EQ,109.9,110.9,103.4,103.85,103.5,31-Jan-18
NSE:GEPIL,GE Power India Limited,INE878A01011,EQ,935,944.85,921,939.7,921.6,31-Jan-18
NSE:GESHIP,The Great Eastern Shipping Company Limited,INE017A01032,EQ,401,408.7,399.6,401.25,400,31-Jan-18
NSE:GET&D,GE T&D India Limited,INE200A01026,EQ,407,436.15,403.05,431.6,430,31-Jan-18
NSE:GHCL,GHCL Limited,INE539A01019,EQ,321.75,325,304,308.65,310,31-Jan-18
NSE:GICHSGFIN,GIC Housing Finance Limited,INE289B01019,EQ,431.2,434,418.5,421.75,422,31-Jan-18
NSE:GICRE,General Insurance Corporation of India,INE481Y01014,EQ,762.15,767.4,755,756.65,758.9,31-Jan-18
NSE:GILLETTE,Gillette India Limited,INE322A01010,EQ,6622,6698.8,6533.05,6554.75,6551,31-Jan-18
NSE:GINNIFILA,Ginni Filaments Limited,INE424C01010,EQ,37.25,38.2,37.05,37.55,37.75,31-Jan-18
NSE:GIPCL,Gujarat Industries Power Company Limited,INE162A01010,EQ,119.95,121.7,118.35,120.35,120.75,31-Jan-18
NSE:GITANJALI,Gitanjali Gems Limited,INE346H01014,EQ,67.5,69.5,67.05,68.85,68.7,31-Jan-18
NSE:GKWLIMITED,GKW Limited,INE528A01020,EQ,615,646,610,644.5,644.9,31-Jan-18
NSE:GLAXO,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016,EQ,2449.95,2468.55,2437,2460.6,2455,31-Jan-18
NSE:GLENMARK,Glenmark Pharmaceuticals Limited,INE935A01035,EQ,614.75,614.75,601.25,606.2,605.5,31-Jan-18
NSE:GLOBALVECT,Global Vectra Helicorp Limited,INE792H01019,EQ,155.85,159.75,152.5,155.25,152.65,31-Jan-18
NSE:GMBREW,GM Breweries Limited,INE075D01018,EQ,889,916.75,870,879.95,888,31-Jan-18
NSE:GMDCLTD,Gujarat Mineral Development Corporation Limited,INE131A01031,EQ,145.8,149.8,145.1,146.9,147.5,31-Jan-18
NSE:GMRINFRA,GMR Infrastructure Limited,INE776C01039,EQ,22,22.5,21.55,21.75,21.7,31-Jan-18
NSE:GNA,GNA Axles Limited,INE934S01014,EQ,440.5,458.95,435.65,452.85,452.45,31-Jan-18
NSE:GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013,EQ,476,486,466.8,480.15,482.5,31-Jan-18
NSE:GOACARBON,Goa Carbon Limited,INE426D01013,EQ,943.5,962.7,908.55,915.85,920.3,31-Jan-18
NSE:GOCLCORP,GOCL Corporation Limited,INE077F01035,EQ,601,628,596.95,599,597,31-Jan-18
NSE:GODFRYPHLP,Godfrey Phillips India Limited,INE260B01028,EQ,950,953.65,917,922.7,920,31-Jan-18
NSE:GODREJAGRO,Godrej Agrovet Limited,INE850D01014,EQ,572,579,562.1,570.4,566,31-Jan-18
NSE:GODREJCP,Godrej Consumer Products Limited,INE102D01028,EQ,1071.95,1071.95,1043.1,1053.4,1050,31-Jan-18
NSE:GODREJIND,Godrej Industries Limited,INE233A01035,EQ,606.2,613,596.45,607.5,613,31-Jan-18
NSE:GODREJPROP,Godrej Properties Limited,INE484J01027,EQ,800,809.9,793.1,799.6,799.15,31-Jan-18
NSE:GOKEX,Gokaldas Exports Limited,INE887G01027,EQ,110.5,115.5,110.5,111.7,112.1,31-Jan-18
NSE:GOLDIAM,Goldiam International Limited,INE025B01017,EQ,78.5,79.45,76,76.65,76.75,31-Jan-18
NSE:GOLDINFRA,Goldstone Infratech Limited,INE260D01016,EQ,222.1,227,218,223,223.25,31-Jan-18
NSE:GOODLUCK,Goodluck India Limited,INE127I01024,EQ,124.8,126.35,120.05,123.05,124,31-Jan-18
NSE:GPIL,Godawari Power And Ispat limited,INE177H01013,EQ,520.1,566.6,517.15,527.1,531.5,31-Jan-18
NSE:GPPL,Gujarat Pipavav Port Limited,INE517F01014,EQ,145.8,145.8,140.3,144.1,144,31-Jan-18
NSE:GPTINFRA,GPT Infraprojects Limited,INE390G01014,EQ,209,214.5,207,212,208.5,31-Jan-18
NSE:GRANULES,Granules India Limited,INE101D01020,EQ,131.35,133.9,130.85,132.25,131.55,31-Jan-18
NSE:GRAPHITE,Graphite India Limited,INE371A01025,EQ,810,812,755.3,758.6,758.65,31-Jan-18
NSE:GRASIM,Grasim Industries Limited,INE047A01021,EQ,1160,1167.95,1142.75,1160.05,1162,31-Jan-18
NSE:GRAVITA,Gravita India Limited,INE024L01027,EQ,162.1,176.45,162.1,166.05,165,31-Jan-18
NSE:GREAVESCOT,Greaves Cotton Limited,INE224A01026,EQ,139.6,140.55,137.5,138.5,138.4,31-Jan-18
NSE:GREENLAM,Greenlam Industries Limited,INE544R01013,EQ,1310,1310,1236.3,1257.85,1277,31-Jan-18
NSE:GREENPLY,Greenply Industries Limited,INE461C01038,EQ,357.5,362.55,342,344.3,345,31-Jan-18
NSE:GREENPOWER,Orient Green Power Company Limited,INE999K01014,EQ,12,12.35,12,12.1,12.15,31-Jan-18
NSE:GRINDWELL,Grindwell Norton Limited,INE536A01023,EQ,537.5,537.5,511,516.65,522.9,31-Jan-18
NSE:GRPLTD,GRP Limited,INE137I01015,EQ,1534,1550,1522,1540.4,1525,31-Jan-18
NSE:GRUH,Gruh Finance Limited,INE580B01029,EQ,568,593.2,565.95,584.85,581.8,31-Jan-18
NSE:GSCLCEMENT,Gujarat Sidhee Cement Limited,INE542A01039,EQ,34.1,34.2,32.9,33.55,33.6,31-Jan-18
NSE:GSFC,Gujarat State Fertilizers & Chemicals Limited,INE026A01025,EQ,144.7,146.5,142.3,144.7,144.65,31-Jan-18
NSE:GSKCONS,GlaxoSmithKline Consumer Healthcare Limited,INE264A01014,EQ,6476,6940,6476,6642.65,6700,31-Jan-18
NSE:GSPL,Gujarat State Petronet Limited,INE246F01010,EQ,203.3,204.85,201.1,202.85,202.9,31-Jan-18
NSE:GSS,GSS Infotech Limited,INE871H01011,EQ,34,35.9,33.75,34.85,34.6,31-Jan-18
NSE:GTL,GTL Limited,INE043A01012,EQ,14.35,14.85,14,14.1,14.05,31-Jan-18
NSE:GTLINFRA,GTL Infrastructure Limited,INE221H01019,EQ,6.05,6.1,5.65,5.8,5.7,31-Jan-18
NSE:GTNIND,GTN Industries Limited,INE537A01013,EQ,18,18,17,17.2,17.3,31-Jan-18
NSE:GTPL,GTPL Hathway Limited,INE869I01013,EQ,161.1,164.9,157.25,159.75,159.5,31-Jan-18
NSE:GUFICBIO,Gufic Biosciences Limited,INE742B01025,EQ,122.9,124.3,120.8,121.65,121.15,31-Jan-18
NSE:GUJALKALI,Gujarat Alkalies and Chemicals Limited,INE186A01019,EQ,774,775.8,749.2,752.2,750,31-Jan-18
NSE:GUJAPOLLO,Gujarat Apollo Industries Limited,INE826C01016,EQ,225.5,229.05,220,222.1,221,31-Jan-18
NSE:GUJFLUORO,Gujarat Fluorochemicals Limited,INE538A01037,EQ,836,850,825.05,833.2,838,31-Jan-18
NSE:GUJGASLTD,Gujarat Gas Limited,INE844O01022,EQ,843.1,865,824.65,835.75,865,31-Jan-18
NSE:GUJNRECOKE,Gujarat NRE Coke Limited,INE110D01013,EQ,1.25,1.3,1.2,1.25,1.25,31-Jan-18
NSE:GUJNREDVR,Gujarat NRE Coke Limited,IN9110D01011,EQ,1.25,1.3,1.2,1.25,1.25,31-Jan-18
NSE:GULFOILLUB,Gulf Oil Lubricants India Limited,INE635Q01029,EQ,892.05,917.9,892.05,900.6,904.65,31-Jan-18
NSE:GULFPETRO,GP Petroleums Limited,INE586G01017,EQ,82.9,83.7,81.05,82.45,83,31-Jan-18
NSE:GULPOLY,Gulshan Polyols Limited,INE255D01024,EQ,84.85,84.85,81.9,82.55,82.4,31-Jan-18
NSE:HARITASEAT,Harita Seating Systems Limited,INE939D01015,EQ,972.45,999.7,961.25,981.6,981.95,31-Jan-18
NSE:HATHWAY,Hathway Cable & Datacom Limited,INE982F01036,EQ,40,41.6,39.6,40.25,40.15,31-Jan-18
NSE:HATSUN,Hatsun Agro Product Limited,INE473B01035,EQ,789.9,811.5,775.05,796.5,796.05,31-Jan-18
NSE:HAVELLS,Havells India Limited,INE176B01034,EQ,540,540,518.1,522.35,522.05,31-Jan-18
NSE:HBLPOWER,HBL Power Systems Limited,INE292B01021,EQ,61.3,62.7,60,61.25,61.5,31-Jan-18
NSE:HBSTOCK,HB Stockholdings Limited,INE550B01014,EQ,49.5,49.5,48.7,49.5,49.5,31-Jan-18
NSE:HCC,Hindustan Construction Company Limited,INE549A01026,EQ,39,40.1,38.75,39.3,39.3,31-Jan-18
NSE:HCG,Healthcare Global Enterprises Limited,INE075I01017,EQ,315.15,353.8,315.15,322.55,322.9,31-Jan-18
NSE:HCL-INSYS,HCL Infosystems Limited,INE236A01020,EQ,53.35,54.9,53.25,53.7,53.45,31-Jan-18
NSE:HCLTECH,HCL Technologies Limited,INE860A01027,EQ,999.95,1017.9,981.7,986.55,984.05,31-Jan-18
NSE:HDFC,Housing Development Finance Corporation Limited,INE001A01036,EQ,1932.25,1963.05,1918,1956.3,1955.85,31-Jan-18
NSE:HDFCBANK,HDFC Bank Limited,INE040A01026,EQ,1989.4,2013.5,1987,2005.7,2004.6,31-Jan-18
NSE:HDFCLIFE,HDFC Standard Life Insurance Company Limited,INE795G01014,EQ,418.4,432.9,395.3,427,426.7,31-Jan-18
NSE:HDIL,Housing Development and Infrastructure Limited,INE191I01012,EQ,58.2,59.45,57.35,57.85,57.7,31-Jan-18
NSE:HEG,HEG Limited,INE545A01016,EQ,2879,2915,2712.85,2715.1,2712.85,31-Jan-18
NSE:HEIDELBERG,HeidelbergCement India Limited,INE578A01017,EQ,155.8,157.75,153.5,155.9,156.6,31-Jan-18
NSE:HERCULES,Hercules Hoists Limited,INE688E01024,EQ,141.5,142.8,140,141.75,141.3,31-Jan-18
NSE:HERITGFOOD,Heritage Foods Limited,INE978A01027,EQ,766,768,748.5,756.1,756.8,31-Jan-18
NSE:HEROMOTOCO,Hero MotoCorp Limited,INE158A01026,EQ,3703,3747.9,3682,3691.45,3692.15,31-Jan-18
NSE:HESTERBIO,Hester Biosciences Limited,INE782E01017,EQ,1600,1620,1555.25,1570,1560,31-Jan-18
NSE:HEXAWARE,Hexaware Technologies Limited,INE093A01033,EQ,380.3,386,374.65,381.4,380.6,31-Jan-18
NSE:HFCL,Himachal Futuristic Communications Limited,INE548A01028,EQ,29.3,30,28.6,29.2,29.2,31-Jan-18
NSE:HGS,Hinduja Global Solutions Limited,INE170I01016,EQ,925.1,939,915,922.95,923.45,31-Jan-18
NSE:HIGHGROUND,High Ground Enterprise Limited,INE361M01021,EQ,14.15,14.5,13.7,13.9,13.75,31-Jan-18
NSE:HIKAL,Hikal Limited,INE475B01022,EQ,225.35,225.35,217.05,219.05,219.25,31-Jan-18
NSE:HIL,HIL Limited,INE557A01011,EQ,1790,1790,1715.05,1736.4,1740,31-Jan-18
NSE:HILTON,Hilton Metal Forging Limited,INE788H01017,EQ,38.8,39,37.5,37.9,37.9,31-Jan-18
NSE:HIMATSEIDE,Himatsingka Seide Limited,INE049A01027,EQ,345.2,364.65,345.2,350.9,349.5,31-Jan-18
NSE:HINDALCO,Hindalco Industries Limited,INE038A01020,EQ,253.4,263.2,252,256.15,256,31-Jan-18
NSE:HINDCOMPOS,Hindustan Composites Limited,INE310C01029,EQ,480,483.05,469,471.45,470,31-Jan-18
NSE:HINDCOPPER,Hindustan Copper Limited,INE531E01026,EQ,85,86.75,83,85,85,31-Jan-18
NSE:HINDNATGLS,Hindusthan National Glass & Industries Limited,INE952A01022,EQ,162.9,162.9,157,160.7,162.9,31-Jan-18
NSE:HINDOILEXP,Hindustan Oil Exploration Company Limited,INE345A01011,EQ,128,129.8,125.65,126.85,126.55,31-Jan-18
NSE:HINDPETRO,Hindustan Petroleum Corporation Limited,INE094A01015,EQ,394.5,400.65,388.2,397.7,396,31-Jan-18
NSE:HINDSYNTEX,Hind Syntex Limited,INE155B01012,EQ,14.1,14.1,14.1,14.1,14.1,31-Jan-18
NSE:HINDUJAVEN,Hinduja Ventures Limited,INE353A01023,EQ,735.2,749.2,720.2,725.15,721,31-Jan-18
NSE:HINDUNILVR,Hindustan Unilever Limited,INE030A01027,EQ,1400,1400,1362.6,1369.35,1365.3,31-Jan-18
NSE:HINDZINC,Hindustan Zinc Limited,INE267A01025,EQ,311,316.15,303.55,310.25,310,31-Jan-18
NSE:HIRECT,Hind Rectifiers Limited,INE835D01023,EQ,120,126.95,116,120.3,119,31-Jan-18
NSE:HITECHCORP,Hitech Corporation Limited,INE120D01012,EQ,170.9,174.7,167,169.85,169,31-Jan-18
NSE:HITECHGEAR,The Hi-Tech Gears Limited,INE127B01011,EQ,483.6,494.15,474.95,477.85,477,31-Jan-18
NSE:HMVL,Hindustan Media Ventures Limited,INE871K01015,EQ,256.7,256.7,251.15,252.35,252,31-Jan-18
NSE:HONAUT,Honeywell Automation India Limited,INE671A01010,EQ,16999.55,17050,16882,16903.55,16890,31-Jan-18
NSE:HONDAPOWER,Honda Siel Power Products Limited,INE634A01018,EQ,1426,1457.15,1390,1414.5,1408,31-Jan-18
NSE:HOTELEELA,Hotel Leela Venture Limited,INE102A01024,EQ,22.25,22.9,21.6,21.75,21.8,31-Jan-18
NSE:HPL,HPL Electric & Power Limited,INE495S01016,EQ,155.1,155.8,147.5,149.2,149.8,31-Jan-18
NSE:HSCL,Himadri Speciality Chemical Limited,INE019C01026,EQ,178.45,181.95,175.1,176.4,176.65,31-Jan-18
NSE:HSIL,HSIL Limited,INE415A01038,EQ,446.4,454.55,431.1,433.75,433.75,31-Jan-18
NSE:HTMEDIA,HT Media Limited,INE501G01024,EQ,101.9,102.3,98.05,98.55,98.6,31-Jan-18
NSE:HUBTOWN,Hubtown Limited,INE703H01016,EQ,119.55,122.05,115.4,115.85,115.85,31-Jan-18
NSE:HUDCO,Housing & Urban Development Corporation Limited,INE031A01017,EQ,81.3,82.65,81,82.25,81.95,31-Jan-18
NSE:IBREALEST,Indiabulls Real Estate Limited,INE069I01010,EQ,215.15,227.5,214,215.7,214.2,31-Jan-18
NSE:IBULHSGFIN,Indiabulls Housing Finance Limited,INE148I01020,EQ,1391,1415.55,1372,1390.95,1386.9,31-Jan-18
NSE:IBVENTURES,Indiabulls Ventures Limited,INE274G01010,EQ,249.45,255.7,242.55,245.4,247,31-Jan-18
NSE:ICICIBANK,ICICI Bank Limited,INE090A01021,EQ,348.85,353.95,343.6,352.95,353.15,31-Jan-18
NSE:ICICIGI,ICICI Lombard General Insurance Company Limited,INE765G01017,EQ,795.1,805,783.1,786.9,788,31-Jan-18
NSE:ICICIPRULI,ICICI Prudential Life Insurance Company Limited,INE726G01019,EQ,413.25,414.85,404,406.7,407.15,31-Jan-18
NSE:ICIL,Indo Count Industries Limited,INE483B01026,EQ,106.1,107.5,102,103.6,103.5,31-Jan-18
NSE:ICRA,ICRA Limited,INE725G01011,EQ,3950,3989,3925.05,3965,3952,31-Jan-18
NSE:IDBI,IDBI Bank Limited,INE008A01015,EQ,60.9,62.1,59.95,60.45,60.35,31-Jan-18
NSE:IDEA,Idea Cellular Limited,INE669E01016,EQ,94,96.1,92,93.1,92.5,31-Jan-18
NSE:IDFC,IDFC Limited,INE043D01016,EQ,56.95,57.2,55.7,56.35,56.2,31-Jan-18
NSE:IDFCBANK,IDFC Bank Limited,INE092T01019,EQ,56.9,57.6,56.5,56.8,56.75,31-Jan-18
NSE:IEX,Indian Energy Exchange Limited,INE022Q01012,EQ,1600,1610,1590.05,1601.25,1604.5,31-Jan-18
NSE:IFBIND,IFB Industries Limited,INE559A01017,EQ,1264.25,1285,1205,1269.25,1274.1,31-Jan-18
NSE:IFCI,IFCI Limited,INE039A01010,EQ,28.4,29.1,27.9,28.5,28.4,31-Jan-18
NSE:IFGLEXPOR,IFGL Refractories Limited,INE133Y01011,EQ,297,297,280.05,282.65,283.85,31-Jan-18
NSE:IGARASHI,Igarashi Motors India Limited,INE188B01013,EQ,830,845,830,833.4,833.5,31-Jan-18
NSE:IGL,Indraprastha Gas Limited,INE203G01027,EQ,307.25,310,301.5,304.65,304.5,31-Jan-18
NSE:IGPL,IG Petrochemicals Limited,INE204A01010,EQ,709,728,698.1,702.75,698.1,31-Jan-18
NSE:IIFL,IIFL Holdings Limited,INE530B01024,EQ,706,735.9,697,729.45,730.2,31-Jan-18
NSE:IL&FSTRANS,IL&FS Transportation Networks Limited,INE975G01012,EQ,79.3,79.4,77.15,77.5,77.5,31-Jan-18
NSE:IMFA,Indian Metals & Ferro Alloys Limited,INE919H01018,EQ,661,678.4,655,656.5,657.25,31-Jan-18
NSE:IMPAL,India Motor Parts and Accessories Limited,INE547E01014,EQ,1110,1145,1110,1142.55,1131,31-Jan-18
NSE:INDBANK,Indbank Merchant Banking Services Limited,INE841B01017,EQ,32.75,32.75,30.3,30.7,30.75,31-Jan-18
NSE:INDHOTEL,The Indian Hotels Company Limited,INE053A01029,EQ,142.1,145.6,137.15,138.2,138.25,31-Jan-18
NSE:INDIACEM,The India Cements Limited,INE383A01012,EQ,169.5,171.25,165.85,168.15,167.5,31-Jan-18
NSE:INDIAGLYCO,India Glycols Limited,INE560A01015,EQ,517.9,526.95,512.5,522.75,522.45,31-Jan-18
NSE:INDIANB,Indian Bank,INE562A01011,EQ,368.65,372.9,357.35,362.6,361.5,31-Jan-18
NSE:INDIANCARD,Indian Card Clothing Company Limited,INE061A01014,EQ,186,191.5,185,187,187,31-Jan-18
NSE:INDIANHUME,Indian Hume Pipe Company Limited,INE323C01030,EQ,409.75,414,405.1,406.4,405.5,31-Jan-18
NSE:INDIGO,InterGlobe Aviation Limited,INE646L01027,EQ,1213,1225,1203.25,1214.95,1213.65,31-Jan-18
NSE:INDNIPPON,India Nippon Electricals Limited,INE092B01017,EQ,1117.5,1136,1060,1073.25,1070,31-Jan-18
NSE:INDOCO,Indoco Remedies Limited,INE873D01024,EQ,277.9,282.95,270.25,274.55,272,31-Jan-18
NSE:INDORAMA,Indo Rama Synthetics (India) Limited,INE156A01020,EQ,41.95,42.85,41,42.6,42.7,31-Jan-18
NSE:INDOTECH,Indo Tech Transformers Limited,INE332H01014,EQ,210.75,210.75,203.8,206.3,207.5,31-Jan-18
NSE:INDOTHAI,Indo Thai Securities Limited,INE337M01013,EQ,87.9,91.9,84.55,88.4,89.4,31-Jan-18
NSE:INDRAMEDCO,Indraprastha Medical Corporation Limited,INE681B01017,EQ,56,56.95,55.25,55.75,55.6,31-Jan-18
NSE:INDTERRAIN,Indian Terrain Fashions Limited,INE611L01021,EQ,213.95,216,203.5,207.15,208.9,31-Jan-18
NSE:INDUSINDBK,IndusInd Bank Limited,INE095A01012,EQ,1735,1761,1725.1,1753.1,1750,31-Jan-18
NSE:INEOSSTYRO,INEOS Styrolution India Limited,INE189B01011,EQ,998,1007.9,972.4,978.75,972.4,31-Jan-18
NSE:INFIBEAM,Infibeam Incorporation Limited,INE483S01020,EQ,155.1,158.5,153.2,156.2,154,31-Jan-18
NSE:INFINITE,Infinite Computer Solutions (India) Limited,INE486J01014,EQ,391.95,398,390.1,393.35,394.05,31-Jan-18
NSE:INFRATEL,Bharti Infratel Limited,INE121J01017,EQ,345,353.95,343.2,351.55,352,31-Jan-18
NSE:INFY,Infosys Limited,INE009A01021,EQ,1159.15,1166.6,1142.15,1150.25,1149.1,31-Jan-18
NSE:INGERRAND,Ingersoll Rand (India) Limited,INE177A01018,EQ,793,793.5,767.8,776,780,31-Jan-18
NSE:INOXLEISUR,INOX Leisure Limited,INE312H01016,EQ,277,281.2,270.2,276.95,276.75,31-Jan-18
NSE:INOXWIND,Inox Wind Limited,INE066P01011,EQ,132.4,132.4,128.65,129.8,129,31-Jan-18
NSE:INSECTICID,Insecticides (India) Limited,INE070I01018,EQ,815.1,834.8,815.1,825.95,834,31-Jan-18
NSE:INTELLECT,Intellect Design Arena Limited,INE306R01017,EQ,163.8,181.65,162.05,177.9,180.2,31-Jan-18
NSE:INVENTURE,Inventure Growth & Securities Limited,INE878H01016,EQ,13.75,14.45,13.75,14.1,14.1,31-Jan-18
NSE:IOB,Indian Overseas Bank,INE565A01014,EQ,22.65,22.9,22.5,22.65,22.65,31-Jan-18
NSE:IOC,Indian Oil Corporation Limited,INE242A01010,EQ,421.9,427.4,414.5,417.6,416.95,31-Jan-18
NSE:IPAPPM,International Paper APPM Limited,INE435A01028,EQ,349.7,364,342.1,350,350.05,31-Jan-18
NSE:IPCALAB,IPCA Laboratories Limited,INE571A01020,EQ,564.8,589,560,574.5,575,31-Jan-18
NSE:IRB,IRB Infrastructure Developers Limited,INE821I01014,EQ,242.4,245.4,231.7,241.2,240.5,31-Jan-18
NSE:ISFT,Intrasoft Technologies Limited,INE566K01011,EQ,705.9,719.2,690,703.2,709.75,31-Jan-18
NSE:ITC,ITC Limited,INE154A01025,EQ,273.9,276,269.85,271.4,271.35,31-Jan-18
NSE:ITDC,India Tourism Development Corporation Limited,INE353K01014,EQ,490.5,507.95,469,472.1,472.7,31-Jan-18
NSE:ITDCEM,ITD Cementation India Limited,INE686A01026,EQ,203.05,208.9,203,205.35,204.1,31-Jan-18
NSE:ITI,ITI Limited,INE248A01017,EQ,116.2,122.35,113.55,118.8,118.35,31-Jan-18
NSE:IVC,IL&FS Investment Managers Limited,INE050B01023,EQ,23.9,24.7,22.95,23.15,23.2,31-Jan-18
NSE:IVP,IVP Limited,INE043C01018,EQ,191,193,187.45,188.35,188.2,31-Jan-18
NSE:IZMO,IZMO Limited,INE848A01014,EQ,81.9,84.95,78,81.8,82.85,31-Jan-18
NSE:J&KBANK,The Jammu & Kashmir Bank Limited,INE168A01041,EQ,74.4,75,73.55,74.2,74.4,31-Jan-18
NSE:JAGRAN,Jagran Prakashan Limited,INE199G01027,EQ,170.15,175,170,173.4,173,31-Jan-18
NSE:JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,INE048B01027,EQ,35,35.8,34.7,34.9,34.7,31-Jan-18
NSE:JAICORPLTD,Jai Corp Limited,INE070D01027,EQ,175.05,189.25,172.5,182,181.9,31-Jan-18
NSE:JAIHINDPRO,Jaihind Projects Limited,INE343D01010,EQ,5.3,5.3,5.3,5.3,5.3,31-Jan-18
NSE:JAMNAAUTO,Jamna Auto Industries Limited,INE039C01032,EQ,74.2,76.2,72.25,72.7,72.7,31-Jan-18
NSE:JAYAGROGN,Jayant Agro Organics Limited,INE785A01026,EQ,402.6,402.6,383.7,385.8,384,31-Jan-18
NSE:JAYBARMARU,Jay Bharat Maruti Limited,INE571B01028,EQ,524,524,505,507.75,508,31-Jan-18
NSE:JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,INE572A01028,EQ,305.3,311.05,303,307.3,307.85,31-Jan-18
NSE:JBFIND,JBF Industries Limited,INE187A01017,EQ,190,192.6,179.75,181.1,180,31-Jan-18
NSE:JBMA,JBM Auto Limited,INE927D01028,EQ,490,503.9,488,492.7,494,31-Jan-18
NSE:JCHAC,Johnson Controls – Hitachi Air Conditioning India Limited,INE782A01015,EQ,2486,2547.45,2445.05,2522.3,2504.1,31-Jan-18
NSE:JETAIRWAYS,Jet Airways (India) Limited,INE802G01018,EQ,765.2,774.95,751.45,753.65,754,31-Jan-18
NSE:JHS,JHS Svendgaard Laboratories Limited,INE544H01014,EQ,71.1,72.65,69.5,69.95,70.45,31-Jan-18
NSE:JINDALPOLY,Jindal Poly Films Limited,INE197D01010,EQ,348,354.5,343.15,348.45,350,31-Jan-18
NSE:JINDALSAW,Jindal Saw Limited,INE324A01024,EQ,154.05,156,147.85,149.05,148.1,31-Jan-18
NSE:JINDALSTEL,Jindal Steel & Power Limited,INE749A01030,EQ,270,274,264.25,266.45,265.45,31-Jan-18
NSE:JINDRILL,Jindal Drilling And Industries Limited,INE742C01031,EQ,191,194.95,184.7,188.1,189,31-Jan-18
NSE:JINDWORLD,Jindal Worldwide Limited,INE247D01021,EQ,655,673.4,649,662.5,669,31-Jan-18
NSE:JISLDVREQS,Jain Irrigation Systems Limited,IN9175A01010,EQ,86.25,86.35,82,84.75,84.95,31-Jan-18
NSE:JISLJALEQS,Jain Irrigation Systems Limited,INE175A01038,EQ,142.2,145.1,136.4,139.95,140,31-Jan-18
NSE:JKCEMENT,JK Cement Limited,INE823G01014,EQ,1102,1126.15,1093.85,1114.9,1125,31-Jan-18
NSE:JKIL,J.Kumar Infraprojects Limited,INE576I01022,EQ,310.1,335.25,310.1,332.1,332.55,31-Jan-18
NSE:JKLAKSHMI,JK Lakshmi Cement Limited,INE786A01032,EQ,416,420,410.55,411.75,411,31-Jan-18
NSE:JKPAPER,JK Paper Limited,INE789E01012,EQ,144.45,149.85,141.3,141.85,141.8,31-Jan-18
NSE:JKTYRE,JK Tyre & Industries Limited,INE573A01042,EQ,175,179.5,172.6,175.15,175.1,31-Jan-18
NSE:JMA,Jullundur Motor Agency (Delhi) Limited,INE412C01015,EQ,239.95,239.95,228.05,231.2,231.8,31-Jan-18
NSE:JMCPROJECT,JMC Projects (India)  Limited,INE890A01016,EQ,542.1,569.95,540,550.9,548.05,31-Jan-18
NSE:JMFINANCIL,JM Financial Limited,INE780C01023,EQ,162.1,167.85,160.2,163.15,162.05,31-Jan-18
NSE:JOCIL,Jocil Limited,INE839G01010,EQ,188.55,191.8,176.65,185.1,181.15,31-Jan-18
NSE:JPASSOCIAT,Jaiprakash Associates Limited,INE455F01025,EQ,20.45,20.9,19.9,20.3,20.25,31-Jan-18
NSE:JPINFRATEC,Jaypee Infratech Limited,INE099J01015,EQ,14.6,15.2,14.6,15,15.05,31-Jan-18
NSE:JPOLYINVST,Jindal Poly Investment and Finance Company Limited,INE147P01019,EQ,74,75.2,71.4,72.4,71.55,31-Jan-18
NSE:JPPOWER,Jaiprakash Power Ventures Limited,INE351F01018,EQ,7.15,7.15,6.95,7,7.05,31-Jan-18
NSE:JSL,Jindal Stainless Limited,INE220G01021,EQ,112.05,114.8,110.5,112.1,111.8,31-Jan-18
NSE:JSLHISAR,Jindal Stainless (Hisar) Limited,INE455T01018,EQ,201.85,203.95,195.6,198.35,198.5,31-Jan-18
NSE:JSWENERGY,JSW Energy Limited,INE121E01018,EQ,86.5,88.75,86.4,87.6,87.05,31-Jan-18
NSE:JSWHL,JSW Holdings Limited,INE824G01012,EQ,1699.2,1713.9,1699.2,1707.15,1713.9,31-Jan-18
NSE:JSWSTEEL,JSW Steel Limited,INE019A01038,EQ,289,294,281.1,289.95,293,31-Jan-18
NSE:JUBILANT,Jubilant Life Sciences Limited,INE700A01033,EQ,936,962.8,902,913.35,913,31-Jan-18
NSE:JUBLFOOD,Jubilant Foodworks Limited,INE797F01012,EQ,2148,2148.4,2026,2043.2,2039.65,31-Jan-18
